x,y,s
10.0600700009,53.62762649605,0.48702280910462
10.060957614749999,53.62678967835,6.842064559049819
10.0695012391,53.62642274185,5.039094403918913
10.07724667955,53.62702130015,1.5227875367859698
10.07772059245,53.6271605199,3.3990662375859464
10.08194364505,53.62759553065,2.7723443446858576
10.08612225325,53.62838596725,4.929431657123844
10.08685857735,53.6291274069,5.409812205306255
10.08756554775,53.6299272781,5.768462396423065
10.08807471515,53.63063819995,4.949688479349844
10.08841540625,53.63121314005,3.833770186340021
10.08906554945,53.6319746909,3.3925453175614266
10.09006481265,53.633127369549996,6.645872698664099
10.0909384423,53.6342107569,5.975625296550645
10.09172645275,53.63514666165,6.254180371447592
10.09268744345,53.63633104345,6.195257927887407
10.093556620649998,53.63743115685,5.145449288621305
10.09421903055,53.63830107235,5.47131543855561
10.094785994750001,53.638900746800005,2.6951616007114847
10.095101600500001,53.6391496962,1.2990186841606224
10.0951204182,53.639242992899995,0.3770878698276141
10.095025898900001,53.639235667099996,0.31291299227295
10.0949028902,53.63920975215,0.8202027993068283
10.09448993825,53.639142050000004,1.1768321089395022
10.09294424885,53.6391360031,6.405186818680961
10.090641665,53.6392856013,5.211896629509525
10.087131321449998,53.63989393945,5.624141548001893
10.0835948182,53.640613798749996,5.98226262379727
10.082445758,53.6408566449,0.2937194988617087
10.08240550215,53.64084763065,0.3659857735982285
10.08237483065,53.64077292165,0.4308467988367501
10.0819359264,53.6403327402,4.271512913541829
10.08135943765,53.6395449764,5.056770812968744
10.08111053155,53.638487204200004,5.661281496925966
10.0809270146,53.63745730285,6.405234243363116
10.08083083835,53.63708696575,0.06173170369172114
10.0807345439,53.63671617355,6.413113971661977
10.0796277459,53.63563898185,5.422253868033207
10.077771575549999,53.6348276202,7.119135191464723
10.07602162095,53.63469876685,7.460721754139394
10.07412474435,53.634611062299996,6.928218052213852
10.07262939345,53.6345290155,4.428830761362797
10.072003852049999,53.634089157700004,5.5935732169323344
10.0718287101,53.6329291511,6.576607396374638
10.07136448595,53.63176350285,5.469455677532797
10.0696461454,53.6312650584,5.2433164447862355
10.0676569858,53.63215624125,5.954750739575899
10.0666746934,53.6335785676,4.566777700064563
10.0658595649,53.634176453600006,2.868994297836876
10.0643944467,53.63410462045,5.811071788406376
10.062756096000001,53.6337320004,6.10914944123591
10.0613956858,53.6333861766,5.416783089242948
10.06103155605,53.63269478475,5.717561419367061
10.06198195435,53.630879954150004,6.177587186237848
10.06224398665,53.62946561475,2.317963238251123
10.06254195945,53.62949491045,2.626418869912065
10.063608263999999,53.629699067000004,2.130044634858454
10.064347734550001,53.6298889634,1.4550295670779974
10.0647498697,53.6300306583,0.3021654733993347
10.06480379985,53.6300501911,0.02954427898919035
10.064848055150001,53.6300526485,0.2682793896309256
10.064884287849999,53.63005433575,0.03817772114157956
10.0648365998,53.630031293,0.4023616220972645
10.064392553800001,53.6299272656,3.2848353953372116
10.06325090335,53.63008519500001,3.0067898237672726
10.0624111838,53.6305621097,3.203424951526682
10.06203864505,53.63111448865,3.9365972226200645
10.06134431865,53.63239018575,3.2472642671892187
10.06090910155,53.6333449252,0.13311008006584427
10.0608934376,53.6330712937,3.496505376892108
10.060478111350001,53.632317973300005,3.670159893836791
10.05949065365,53.63168334855,3.1725302781405365
10.057858129500001,53.6314005533,5.494573343700096
10.05588246465,53.63126205505,4.166664609985411
10.05333833725,53.6310975896,5.1811325363295095
10.05115484125,53.63079258125,3.6381614994172504
10.0505850885,53.630654457649996,0.1136352058780167
10.050568996300001,53.6306636665,0.03611049984925824
10.05055384195,53.630664622400005,0.10427755753951772
10.050437115600001,53.63064950175,0.5378432484008882
10.05025828135,53.630630403699996,0.5558447791872825
10.04913433035,53.630601293750004,7.283717826357612
10.04732570355,53.6308711291,3.3219952536368864
10.0461353865,53.6312719868,3.0787651104570397
10.04141443535,53.63057460845,6.900651318705553
10.0370386066,53.62985134105,0.9697914978743579
10.036946893149999,53.62991186495,0.2970585191840584
10.0369308345,53.629896831349996,0.10193289399623695
10.036922074,53.629903149,0.007179915093314407
10.035758044200001,53.62911272705,5.987246293973489
10.03294158495,53.6271910041,5.281405567839134
10.031216234350001,53.625980425899996,1.2623956984646736
10.03218193965,53.62348439355,5.18318996365729
10.033394132449999,53.6204275314,4.652833657118466
10.03380343015,53.619484501100004,4.3632780426936755
10.0341336073,53.6187510648,3.8643065002552612
10.034191696,53.617913421349996,4.117730913419243
10.034329551199999,53.61724423515,4.178339067083058
10.0346218563,53.616631182899994,4.41926484797685
10.034813549399999,53.616010192,4.058611993712
10.03528166565,53.61498459205,5.02503550593603
10.03605765215,53.613475424,4.730205720805693
10.036620422599999,53.61219056345,6.69453944975347
10.03716473855,53.6109538157,5.657642900446492
10.037705179,53.60992291985,4.75193335328066
10.038170252499999,53.608999607,3.73814242800946
10.03834754265,53.6083935381,0.661828384301799
10.038386491299999,53.60827076495,1.6947368706158004
10.03856995465,53.608155475900006,0.2563418549312614
10.0389901703,53.608192234949996,3.218680357578063
10.040588682100001,53.6080520646,6.869552831612349
10.04245837215,53.6078255418,5.45635537833749
10.04446083145,53.60802389985,5.634541314941307
10.047733254450002,53.608340444549995,7.489386504620236
10.050840158549999,53.60843248175,5.994063379977681
10.05444406275,53.60842409515,5.815067762604262
10.05692639095,53.60805994535,4.376386449741544
10.05644117265,53.60723157045,5.7196805234581225
10.0554781927,53.60678363655,1.8152940421544617
10.06460758995,53.605953103000004,10.339817158917725
10.065489920849998,53.607149925200005,4.893807062359939
10.0663158521,53.6072840467,2.3712515551064115
10.0674323646,53.6079068585,3.3113664410592323
